_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
6761,Ooststellingwerf,GM0085,,Et Trefpuntien,bijeenkomstfunctie,,Wijk 02 Makkinga,WK008502,Makkinga,BU00850200,0085200000481176,Oosterhuisweg,3,,8423TG,Makkinga,,,,6.218693766,52.980858402,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,219a22c8bdd34f2cb4e6e22d538e9e63
6762,Ooststellingwerf,GM0085,,Kantine dorpsbelang Nijeberkoop,woonfunctie,,Wijk 03 Oldeberkoop,WK008503,Nijeberkoop,BU00850301,0085200000061017,Bovenweg,34,A,8422DH,Nijeberkoop,,,,6.184832644,52.957112723,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,a2dff7299cd84f24a68528bbd7875f97
6763,Ooststellingwerf,GM0085,,MFA MeJander,"bijeenkomstfunctie, onderwijsfunctie, sportfunctie, overige gebruiksfunctie",,Wijk 03 Oldeberkoop,WK008503,Oldeberkoop,BU00850300,0085200000791469,Willinge Prinsstraat,24,,8421PE,Oldeberkoop,,,,6.12576709183006,52.940405500842,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,8e13643a5ce7453292a2efc8b625b501
6764,Ooststellingwerf,GM0085,,Rikkingahof,gezondheidszorgfunctie,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,0085200000485091,Rikkingahof,1,,8431MB,Oosterwolde,,,,6.291732355,52.996118837,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,a8b780ea2c424613935bc8ae214ad29f
6765,Ooststellingwerf,GM0085,,De Miente,bijeenkomstfunctie,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,0085200000065471,Snellingerdijk,39,,8431EJ,Oosterwolde,,,,6.292416172,52.984920027,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,2d696d44f508421e96337defdabba9f5
6766,Ooststellingwerf,GM0085,,Bibliotheek,onderwijsfunctie,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,0085200000065152,Quadoelenweg,29,B,8431LN,Oosterwolde,,,,6.28770239,52.992262062,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,ca82903850b146bb909e852a6199c6e3
6767,Ooststellingwerf,GM0085,,Stellinghaven,gezondheidszorgfunctie,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,0085200000065358,Schapekamp,1,,8431HW,Oosterwolde,,,,6.296649779,52.992146441,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,97727fe71fdf4943b13d7fa74dbfbbcd
6768,Ooststellingwerf,GM0085,,Gemeentehuis,,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,,t Oost,11,,,Oosterwolde,,,,6.293983534,52.994654819,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,44cb38b528b648e1a08a96e299af4287
6769,Ooststellingwerf,GM0085,,Het anker,bijeenkomstfunctie,,Wijk 00 Oosterwolde,WK008500,Oosterwolde,BU00850000,0085200000483273,Jan Frankensingel,30,,8431AH,Oosterwolde,,,,6.284838013,52.989103606,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,f83edb6b6a37484cb1d92067d0d09f64
6770,Ooststellingwerf,GM0085,,Dorpshuis De Wijken,bijeenkomstfunctie,,Wijk 05 Appelscha,WK008505,Ravenswoud,BU00850501,0085200000066487,Veenwijksweg,5,,8427RS,Ravenswoud,,,,6.38302351,52.96618395,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,08f2dac6ecaa4ba8bca6b4a01edcfe44
6771,Ooststellingwerf,GM0085,,MFC Waskemeer,woonfunctie,,Wijk 04 Haulerwijk,WK008504,Waskemeer,BU00850401,0085200000066722,Leidijk,42,D,8434NC,Waskemeer,,,,6.276423969,53.05515611,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,6a5ecdd096c04012a592954ebdda74d1
6772,Opmeer,GM0432,,Cafe De Stompe Toren,"woonfunctie, bijeenkomstfunctie",,Wijk 01,WK043201,Aartswoud,BU04320101,0432200000010309,Schoolstraat,40,,1719AW,Aartswoud,,,,4.949951725,52.743669494,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,546bafbb90e94459ac2848d8cb6d8a26
6773,Opmeer,GM0432,,Theresiahuis,bijeenkomstfunctie,,Wijk 02,WK043202,De Weere,BU04320200,0432200000010868,Vekenweg,2,,1663BA,De Weere,,,,4.999518075,52.721361248,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,447d30ba9965467098fdc90feadb4c43
6774,Opmeer,GM0432,,Op Stap,bijeenkomstfunctie,,Wijk 01,WK043201,Hoogwoud,BU04320100,0432200000008240,Herenweg,60,,1718AG,Hoogwoud,,,,4.940592895,52.718885255,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,dcfcc43e3d454115b10ded1b62f604f9
6775,Opmeer,GM0432,,Wijksteunpunt de Lindehof,bijeenkomstfunctie,,Wijk 01,WK043201,Hoogwoud,BU04320100,0432200000007967,Graaf Willemstraat,27,,1718BR,Hoogwoud,,,,4.938522011,52.7176141,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,acb7201a25ae4bd6a1730835ee156f67
6776,Opmeer,GM0432,,Gemeentehuis,kantoorfunctie,,Wijk 00,WK043200,Opmeer-Noord,BU04320000,0432200000008467,Klaproos,1,,1716VS,Opmeer,,,,4.944815094,52.706353516,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,edc23b0ffaf54d44a64630b6fe982512
6777,Opmeer,GM0432,,Kantoor Buitendienst,"industriefunctie, winkelfunctie",,Wijk 00,WK043200,"Opmeer-Zuid, Spanbroek (gedeeltelijk)",BU04320001,0432200000010445,Spanbroekerweg,42,,1715GP,Spanbroek,,,,4.944904082,52.697148879,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,19a56b62ac6044ce81e8670a97dcb34a
6778,Opmeer,GM0432,,Zorgcentrum Zandhove,gezondheidszorgfunctie,,Wijk 00,WK043200,"Opmeer-Zuid, Spanbroek (gedeeltelijk)",BU04320001,0432200000081707,Spanbroekerweg,168,,1715GV,Spanbroek,,,,4.961082961,52.697053463,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opmeer,Opmeer,,,NLODSGM0432stembureaus20180321002,e506e6c3231049f794f95ecc0251817c
6779,Opsterland,GM0086,,Recreatiecentrum Dúndelle,,,Wijk 05 Bakkeveen,WK008605,Bakkeveen,BU00860500,,Mjumsterwei,16,,,Bakkeveen,,,,6.264981785,53.081364006,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,52a30900de4f45dcb4cc3cb6ed181c7a
6780,Opsterland,GM0086,,Gemeentehuis,"bijeenkomstfunctie, kantoorfunctie",,Wijk 03 Beetsterzwaag,WK008603,Beetsterzwaag,BU00860300,0086200000394857,Hoofdstraat,82,,9244CR,Beetsterzwaag,,,,6.079465735,53.05916297,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,8a15b1e6874245de9b4d4929244ebb35
6781,Opsterland,GM0086,,Dorpshuis De Buorskip,bijeenkomstfunctie,,Wijk 03 Beetsterzwaag,WK008603,Beetsterzwaag,BU00860300,0086200000388552,Vlaslaan,26,,9244CH,Beetsterzwaag,,,,6.081219434,53.061561141,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,8806f5f118f34331b6d78022f6605f2e
6782,Opsterland,GM0086,,Dorpshuis De Dobber,bijeenkomstfunctie,,Wijk 04 Ureterp,WK008604,Frieschepalen,BU00860401,0086200000399168,De Kolk,1,,9249MC,Frieschepalen,,,,6.204376183,53.109827479,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,4a0fe105689144f3a957164bfc70f4b6
6783,Opsterland,GM0086,,De Skâns,,,Wijk 00 Gorredijk,WK008600,Gorredijk,BU00860000,,Loaijerstrjitte,2,,,Gorredijk,,,,6.063444433,53.004455832,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,f7893f73a2a9430ba1f8e2153d8a0863
6784,Opsterland,GM0086,,De Miente,"bijeenkomstfunctie, gezondheidszorgfunctie",,Wijk 00 Gorredijk,WK008600,Gorredijk,BU00860000,0086200000400417,De Hoop,2,,8401AC,Gorredijk,,,,6.060952393,52.998541756,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,63b11c5dd7e847a69ef250fd0effb98a
6785,Opsterland,GM0086,,Roomskatholieke Kerk,woonfunctie,,Wijk 00 Gorredijk,WK008600,Gorredijk,BU00860000,0086200000374632,Compagnonsstrjitte,102,A,8401RV,Gorredijk,,,,6.071525244,53.00145708,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,568517a73bef488a86391345ff2253b1
6786,Opsterland,GM0086,,Ontmoetingskerk,bijeenkomstfunctie,,Wijk 00 Gorredijk,WK008600,Gorredijk,BU00860000,0086200000377288,Schansburg,3,,8401RX,Gorredijk,,,,6.066168296,53.004305602,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,1f7d8b05862c467891511a4eff743706
6787,Opsterland,GM0086,,MFC De Bining,"bijeenkomstfunctie, sportfunctie",,Wijk 03 Beetsterzwaag,WK008603,Hemrik,BU00860303,0086200000386223,Engbert Pierswei,4,,8409JW,Hemrik,,,,6.134785732,53.033225518,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,34fe82e4d4964c4982c9f91d8243f185
6788,Opsterland,GM0086,,Dorpshuis,sportfunctie,,Wijk 01 Langezwaag,WK008601,Langezwaag,BU00860100,0086200000386219,Paradys,8,,8404BV,Langezwaag,,,,5.99975288,52.983188659,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,a8e72eb1010a4ac5ae009b6dccca8649
6789,Opsterland,GM0086,,Dorpshuis De Mande,woonfunctie,,Wijk 03 Beetsterzwaag,WK008603,Lippenhuizen,BU00860302,0086200000380384,De Buorren,49,,8408HJ,Lippenhuizen,,,,6.089796613,53.017289289,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,5063ed3a36464db5901c3f824ac54a1a
6790,Opsterland,GM0086,,Dorpshuis 't Trefpunt,bijeenkomstfunctie,,Wijk 02 Terwispel,WK008602,Nij beets,BU00860201,0086200000394941,Doarpsstrjitte,9,,9245HP,Nij Beets,,,,6.001623989,53.071144204,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,15c74e4d9793445b8f1f3804e194a00d
6791,Opsterland,GM0086,,Dorpshuis Uthôf,,,Wijk 04 Ureterp,WK008604,Siegerswoude,BU00860402,,Uthôf,10,,,Siegerswoude,,,,6.244283485,53.10187766,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,d2d522b0cf574b89a18a995327056522
6792,Opsterland,GM0086,,Us Doarpshûs,"bijeenkomstfunctie, sportfunctie",,Wijk 02 Terwispel,WK008602,Terwispel,BU00860200,0086200000380370,Smidte,24,A,8407ES,Terwispel,,,,6.048620815,53.020085221,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,32f227250fe04691885419710340ff11
6793,Opsterland,GM0086,,Dorpshuis De Trekkerstinte,bijeenkomstfunctie,,Wijk 01 Langezwaag,WK008601,Tijnje,BU00860102,0086200000380078,Master Roordawei,3,,8406ES,Tijnje,,,,5.991027742,53.029088632,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,b01d6a7528d44461a5d174091fd4b0d2
6794,Opsterland,GM0086,,Gereformeerde Kerk Mounestrjitte,bijeenkomstfunctie,,Wijk 04 Ureterp,WK008604,Ureterp,BU00860400,0086200000392109,Mounestrjitte,12,,9247AM,Ureterp,,,,6.169012761,53.096722419,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,d804b667fb1541ba98f7a69fa49a6fc0
6795,Opsterland,GM0086,,De Lijte,gezondheidszorgfunctie,,Wijk 04 Ureterp,WK008604,Ureterp,BU00860400,0086200000400608,Lijteplein,56,,9247ES,Ureterp,,,,6.172589619,53.093908361,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,6e39dd3915f649f18a7b5a9d92bf3432
6796,Opsterland,GM0086,,MFC De Swingel,sportfunctie,,Wijk 05 Bakkeveen,WK008605,Wijnjewoude,BU00860501,0086200000382694,Meester Geertswei,4,,9241GL,Wijnjewoude,,,,6.203015847,53.055922196,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Opsterland,Opsterland,,,NLODSGM0086stembureaus20180321002,e35ac8184bb24d8aab2297629ff9b836
6797,Oss,GM0828,,Gemeenschapshuis De Berchplaets,bijeenkomstfunctie,,Berghem,WK082810,Berghem-Noord,BU08281000,0828200001588845,Sportstraat,3,,5351BZ,Berghem,,,,5.56803929,51.77136994,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,ecb38e1fee444dffb92b97109791dc1c
6798,Oss,GM0828,,Zalencentrum De Merx,,,Berghem,WK082810,Berghem-Noord,BU08281000,,Burg.van Erpstraat,25,,,Berghem,,,,5.569092979,51.775102297,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,8379aa50d35b499b9f6f92eff942dfac
6799,Oss,GM0828,,Basisschool De Fonkeling,onderwijsfunctie,,Berghem,WK082810,Berghem-Zuid,BU08281001,0828200001541975,Knolgroenveld,1,,5351LB,Berghem,,,,5.57434942885553,51.7661006860476,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,986718c5970c4341a4c32fdcb52d78fe
6800,Oss,GM0828,,Basisschool De Fonkeling,onderwijsfunctie,,Berghem,WK082810,Berghem-Zuid,BU08281001,0828200001583228,Landbouwlaan,154,,5351MA,Berghem,,,,5.5751251685906,51.7653160394879,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,2bc77e459b414422bc25bf737d3a525e
6801,Oss,GM0828,,Gemeenschapshuis Onder d'n Plag,"bijeenkomstfunctie, sportfunctie",,Deursen en Dennenburg,WK082817,Verspreide huizen Deursen en Dennenburg,BU08281709,0828200001588040,Osstraat,11,,5354KC,Demen,,,,5.622777267,51.809044527,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,6b8cdfd4527a4d46b9368a463df396f9
6802,Oss,GM0828,,MFC De Koppellinck,"bijeenkomstfunctie, onderwijsfunctie, overige gebruiksfunctie",,Geffen,WK082822,Geffen,BU08282200,1671200000005222,Kloosterstraat,4,,5386AS,Geffen,,,,5.463412027,51.743115716,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,ad7d828e237a4ab7967eb94809761b26
6803,Oss,GM0828,,Gemeenschapshuis Haren,bijeenkomstfunctie,,Haren,WK082811,Haren,BU08281100,0828200001559667,Kerkplein,3,,5368AM,Haren,,,,5.585436734,51.799112764,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,4ff5e8f237dd47c1a1746385c7b8cc63
6804,Oss,GM0828,,Brabantzorg Maasland,,,Herpen,WK082815,Herpen,BU08281500,,Sint Sebastianusstraat,5,,,Herpen,,,,5.64588566160407,51.7743691308994,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,bcbd0924a0f74162aeff15d4271b9cdb
6805,Oss,GM0828,,Dorpshuis 't Slotje,woonfunctie,,Herpen,WK082815,Herpen,BU08281500,0828200001546483,Schoolstraat,2,,5373BC,Herpen,,,,5.641535095,51.771270174,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,cec7ca1d435d4c809071ba356398a3b0
6806,Oss,GM0828,,Gemeenschapshuis De Hoeve,bijeenkomstfunctie,,Lith,WK082818,Lith,BU08281800,0828200001562243,Pastoor van Hapertstraat,1,,5397BJ,Lith,,,,5.439525302,51.806905537,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,f529b985d55d48c5a176ccd884c9c205
6807,Oss,GM0828,,Gemeenschapshuis Avanti,bijeenkomstfunctie,,Lithoijen,WK082819,Lithoijen,BU08281900,0828200001508179,Langwijkstraat,9,,5396PN,Lithoijen,,,,5.464792181,51.80288959,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,5cf5750ff8bf4764abc4321356b836da
6808,Oss,GM0828,,Gemeenschapshuis De Bongerd,bijeenkomstfunctie,,Macharen,WK082812,Macharen,BU08281200,0828200001557407,Hoogstraat,5,A,5367AA,Macharen,,,,5.541866004,51.806152018,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,0b96b8684f8e4e56baa95360d0a8bdcb
6809,Oss,GM0828,,Gemeenschaphuis De Nolder,bijeenkomstfunctie,,Maren - Kessel,WK082821,Maren-Kessel,BU08282100,0828200001508185,Christinastraat,3,,5398HK,Maren-Kessel,,,,5.39562308,51.795435462,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,67faa3db487341688b550406e866ceb5
6810,Oss,GM0828,,St. Gemeenschapshuis Acropolis,"bijeenkomstfunctie, industriefunctie, kantoorfunctie, winkelfunctie",,Megen,WK082813,Megen,BU08281300,0828200001579413,Broeder Everardusplein,1,,5366BE,Megen,,,,5.565839977,51.822851482,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,79d0d35f456746dc8328e0769e0d49a9
6811,Oss,GM0828,,Gemeenschapshuis Hart van Oijen,"bijeenkomstfunctie, sportfunctie",,Oijen,WK082820,Oijen,BU08282000,0828200001592057,Kloosterstraat,1,,5394AK,Oijen,,,,5.502368645,51.824629059,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,794a652455474d419249087aa8174f98
6812,Oss,GM0828,,Kinderboerderij De Elzenhoek,"bijeenkomstfunctie, industriefunctie",,Ruwaard,WK082806,Dichtersbuurt,BU08280602,0828200001588797,Anna van Schuurmanstraat,602,,5344TX,Oss,,,,5.503387483,51.749901639,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,ad860e58bdf348e0995881d2f089655e
6813,Oss,GM0828,,Gemeentehuis Oss,"bijeenkomstfunctie, kantoorfunctie",,Centrum,WK082800,Centrum Zuid,BU08280002,0828200001548559,Raadhuislaan,2,,5341GM,Oss,,,,5.524638415,51.764596778,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,ade7e81734bf474cb75643ef8946aee3
6814,Oss,GM0828,,SV Ruwaard,bijeenkomstfunctie,,Ruwaard,WK082806,Van Hogendorplaan-West,BU08280601,0828200001556617,Bergsche Hoevepad,3,,5344KW,Oss,,,,5.49219805,51.749828844,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,401b3691609049a98da7bd7fe69e4007
6815,Oss,GM0828,,Hub Noord-Brabant,"onderwijsfunctie, sportfunctie",,Oss-Zuid,WK082803,Kortfoort,BU08280300,0828200001578759,Ruwaardstraat,15,,5342AH,Oss,,,,5.520768154,51.759891406,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,e9f39467ad0e4f479549331911422089
6816,Oss,GM0828,,Horizonschool De Komeet,onderwijsfunctie,,Ruwaard,WK082806,Staatsliedenbuurt,BU08280600,0828200001555767,Troelstrastraat,13,,5344GK,Oss,,,,5.502308804,51.754846035,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,49c6f37aeb1e413c8ce0234221f9f88f
6817,Oss,GM0828,,Het Hooghuis Locatie Zuidwest,onderwijsfunctie,,Ruwaard,WK082806,Wagenaarstraat en omgeving,BU08280603,0828200001533255,Verdistraat,75,,5343VC,Oss,,,,5.519988872,51.753657342,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,8246be744d9a4131b425011271119c1b
6818,Oss,GM0828,,Station Oss,bijeenkomstfunctie,,Centrum,WK082800,Centrum Zuid,BU08280002,0828200001592701,Spoorlaan,7,,5348KA,Oss,,,,5.530194607,51.765199825,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,0e2d8b989f8d401f87c5c7da399f0846
6819,Oss,GM0828,,RK Basisschool Pius X,onderwijsfunctie,,Oss-Zuid,WK082803,Oranjebuurt I en Ruivert,BU08280301,0828200001556861,Wilhelminalaan,20,,5342GH,Oss,,,,5.536787715,51.755855351,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,25f5293f840d449dbf7ce3dde68ba3bf
6820,Oss,GM0828,,Openbare Basisschool Mettegeupel,onderwijsfunctie,,Krinkelhoek,WK082804,Mettegeupel,BU08280402,0828200001555655,Litherweg,4,,5346JD,Oss,,,,5.511728007,51.775252044,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,56e3c93225294f219fa33916533b661f
6821,Oss,GM0828,,Wijkcentrum De Hille,bijeenkomstfunctie,,Ussen,WK082807,Loovelt,BU08280705,0828200001569749,Looveltlaan,25,,5345WB,Oss,,,,5.502482526,51.76664011,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,2c39219cf9c24d3f9b9e791ed10db76e
6822,Oss,GM0828,,Het Hooghuis Mondiraan College,onderwijsfunctie,,Oss-Zuid,WK082803,Oranjebuurt I en Ruivert,BU08280301,0828200001584152,Mondriaanlaan,1,,5342CN,Oss,,,,5.529697127,51.754213261,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,071ab556632e4c65b40ecf78c719349f
6823,Oss,GM0828,,St. Ontmoetingscentrum Meteoor,bijeenkomstfunctie,,Krinkelhoek,WK082804,Hertogenbuurt,BU08280401,0828200001593512,Oude Litherweg,20,,5346RT,Oss,,,,5.513940565,51.772808823,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,6306c5238959492bb65ccf2a7842522a
6824,Oss,GM0828,,Titus Brandsma Parochie,bijeenkomstfunctie,,Industrieterreinen-Zuid,WK082802,Moleneind,BU08280200,0828200001556711,Oude Molenstraat,8,,5342GC,Oss,,,,5.532457484,51.760549605,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,60b3795614154d948c88a00a074ac35c
6825,Oss,GM0828,,Basisschool De Nieuwe Link,onderwijsfunctie,,Schadewijk,WK082801,Verzetsheldenbuurt I,BU08280100,0828200001559465,Professor Regoutstraat,110,,5348AH,Oss,,,,5.532370188,51.772774553,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,6c6582f5a8344ea8b59278481944a853
6826,Oss,GM0828,,Unit Park Mikkeldonk,woonfunctie,,Ussen,WK082807,Schalkskamp,BU08280709,0828200001516935,Inlaat,9,,5345RB,Oss,,,,5.50121343375132,51.7772515819957,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,N,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,fd5a83df782244d3b06d91243669d415
6827,Oss,GM0828,,Mobiel Stembureau (Winkelcentrum Eikenboomgaard),winkelfunctie,,Centrum,WK082800,Centrum Noord,BU08280001,0828200001546127,Burchtplein,80,,5341VE,Oss,,,,5.52610036953722,51.7722973684795,,2018-03-21T19:30:00 tot 2018-03-21T20:30:00,N,,,,Oss,Oss,,,NLODSGM0828stembureaus20180321002,22271bbd8fe846a1ace5907711513f02
